Shipment_ID,Route,Carrier,Cargo_Type,Season,Planned_Duration_hr,Actual_Duration_hr,Delay_hr,Route_Deviation_km,Avg_Speed_kmh,Distance_km,Fuel_Consumed_L,Fuel_per_100km,Border_Crossing,Border_Delay_hr,Planned_Stops,Actual_Stops,Cargo_Temp_C,Cargo_Humidity_pct,Shipment_Weight_kg,Declared_Value_USD,Hard_Braking_Events,Speeding_Events,Idle_Time_hr,Maint_Days_Since
524,Shymkent-Taraz,EuroAsia Cargo,Pharma,Summer,3.0,4.44,1.44,10.2,45.1,200,52.5,26.23,0,0.0,1,1,5.0,64.3,10680,138853,3,4,0.89,28
525,Shymkent-Taraz,TransCentral,Pharma,Summer,3.0,3.0,0.0,5.3,66.7,200,58.7,29.34,0,0.0,3,3,2.9,62.8,5205,213844,2,1,0.46,20
526,Almaty-Bishkek,EuroAsia Cargo,Food,Winter,4.0,7.43,3.43,42.1,32.3,240,62.4,26.0,1,2.29,1,1,3.8,44.5,11436,687570,3,2,0.24,55
527,Almaty-Astana,SilkFreight,FMCG,Spring,14.0,14.61,0.61,35.9,75.3,1100,330.0,30.0,0,0.0,3,3,18.7,62.1,9857,187487,3,2,1.02,11
528,Aktobe-Atyrau,EuroAsia Cargo,FMCG,Summer,8.0,14.44,6.44,329.4,38.8,560,178.7,31.91,0,0.0,2,8,17.4,74.5,3030,234381,3,1,6.52,17
529,Almaty-Astana,EuroAsia Cargo,Electronics,Autumn,14.0,25.46,11.46,313.0,43.2,1100,298.1,27.1,0,0.0,2,5,21.6,67.3,6372,216071,6,2,5.33,3
530,Almaty-Tashkent,KazTrans,FMCG,Summer,10.0,12.1,2.1,19.5,57.0,690,200.6,29.07,1,0.5,3,3,20.3,39.7,9741,62613,4,1,2.51,81
531,Shymkent-Taraz,TransCentral,Pharma,Winter,3.0,4.61,1.61,20.2,43.4,200,56.2,28.1,0,0.0,1,1,4.2,38.7,5733,190523,2,0,1.19,86
532,Aktobe-Atyrau,EuroAsia Cargo,Food,Spring,8.0,8.59,0.59,16.9,65.2,560,137.0,24.47,0,0.0,3,3,3.9,66.4,10073,715180,3,1,1.15,39
533,Almaty-Astana,KazTrans,Electronics,Autumn,14.0,16.74,2.74,11.3,65.7,1100,323.8,29.44,0,0.0,3,3,17.1,45.5,9456,471477,4,1,2.07,82
534,Aktau-Atyrau,KazTrans,Electronics,Winter,7.0,10.58,3.58,14.8,45.4,480,140.0,29.16,0,0.0,1,1,17.1,36.1,7032,387188,7,4,1.84,56
535,Aktobe-Atyrau,EuroAsia Cargo,FMCG,Autumn,8.0,8.28,0.28,28.7,67.7,560,170.5,30.44,0,0.0,3,4,18.9,50.8,500,15055,3,3,1.54,64
536,Almaty-Tashkent,SilkFreight,Food,Winter,10.0,17.11,7.11,4.2,40.3,690,173.8,25.19,1,3.63,3,3,2.8,52.4,14770,854484,4,1,1.49,51
537,Astana-Omsk,EuroAsia Cargo,Industrial,Summer,10.0,13.56,3.56,28.9,56.1,760,218.2,28.72,1,2.55,2,2,13.4,45.8,9101,102483,1,2,0.77,42
538,Shymkent-Taraz,EuroAsia Cargo,Automotive,Winter,3.0,4.4,1.4,20.6,45.5,200,64.1,32.06,0,0.0,3,3,16.1,50.9,14953,314046,1,3,1.53,57
539,Almaty-Bishkek,TransCentral,FMCG,Winter,4.0,8.04,4.04,5.0,29.9,240,77.1,32.12,1,2.32,3,3,20.0,51.4,7139,383481,6,1,1.57,66
540,Shymkent-Taraz,SilkFreight,Pharma,Autumn,3.0,4.53,1.53,28.8,44.2,200,52.8,26.42,0,0.0,1,1,4.5,62.8,14023,639005,1,5,0.13,19
541,Astana-Novosibirsk,SilkFreight,Automotive,Spring,18.0,22.99,4.99,38.3,62.2,1430,346.8,24.25,1,2.09,2,3,18.5,49.4,7766,427114,6,2,2.95,81
542,Aktobe-Atyrau,SteppeLog,Industrial,Autumn,8.0,9.86,1.86,31.1,56.8,560,142.0,25.37,0,0.0,3,3,15.1,56.1,12715,414802,4,1,1.02,22
543,Almaty-Astana,TransCentral,Electronics,Spring,14.0,15.42,1.42,0.0,71.4,1100,614.1,55.83,0,0.0,1,2,19.9,56.5,4055,218298,3,4,0.0,78
544,Almaty-Bishkek,TransCentral,FMCG,Summer,4.0,6.94,2.94,32.7,34.6,240,72.2,30.09,1,0.69,2,2,19.3,53.6,11412,213602,0,2,1.25,18
545,Aktobe-Atyrau,EuroAsia Cargo,Food,Winter,8.0,10.8,2.8,19.3,51.8,560,150.3,26.85,0,0.0,3,3,3.2,58.2,10381,439962,1,0,0.63,61
546,Shymkent-Taraz,TransCentral,Automotive,Autumn,3.0,3.78,0.78,19.1,52.9,200,56.5,28.26,0,0.0,1,1,18.2,46.0,9162,619780,2,0,1.41,34
547,Aktau-Atyrau,KazTrans,FMCG,Autumn,7.0,8.29,1.29,11.3,57.9,480,116.9,24.35,0,0.0,3,3,19.5,54.8,1938,95851,2,2,2.28,45
548,Astana-Omsk,KazTrans,Food,Summer,10.0,12.91,2.91,15.3,58.9,760,224.3,29.51,1,1.64,2,2,-0.2,56.2,4488,211017,4,3,2.2,1
549,Aktobe-Atyrau,SilkFreight,Pharma,Winter,8.0,9.93,1.93,4.5,56.4,560,162.0,28.93,0,0.0,1,1,4.1,61.0,9437,297656,2,0,0.0,47
550,Shymkent-Taraz,EuroAsia Cargo,Food,Autumn,3.0,4.99,1.99,4.9,40.1,200,67.0,33.52,0,0.0,3,3,4.4,43.2,4857,148732,7,0,0.56,26
551,Aktau-Atyrau,SteppeLog,Pharma,Summer,7.0,7.0,0.0,7.7,68.6,480,127.4,26.55,0,0.0,3,3,4.2,47.9,11975,831850,3,0,0.26,48
552,Almaty-Astana,SilkFreight,Food,Summer,14.0,14.62,0.62,0.0,75.2,1100,287.0,26.09,0,0.0,1,1,5.5,46.0,10205,715012,2,1,0.79,22
553,Astana-Novosibirsk,KazTrans,Pharma,Summer,18.0,21.46,3.46,11.6,66.6,1430,344.2,24.07,1,2.52,3,3,6.0,59.8,8095,172306,3,2,0.73,65
554,Astana-Novosibirsk,SteppeLog,Industrial,Summer,18.0,23.82,5.82,10.5,60.0,1430,832.4,58.21,1,3.63,3,3,14.8,44.2,9304,204015,2,2,2.31,57
555,Almaty-Astana,KazTrans,FMCG,Winter,14.0,14.1,0.1,7.8,78.0,1100,320.0,29.09,0,0.0,1,1,19.9,68.7,10522,525181,1,1,0.56,50
556,Aktau-Atyrau,TransCentral,Automotive,Spring,7.0,8.25,1.25,13.1,58.2,480,123.2,25.68,0,0.0,3,3,17.0,47.1,3732,165391,2,0,1.82,86
557,Aktobe-Atyrau,TransCentral,Food,Spring,8.0,8.68,0.68,24.0,64.5,560,145.4,25.96,0,0.0,3,3,1.9,60.6,10119,452604,6,3,1.93,39
558,Astana-Novosibirsk,KazTrans,Industrial,Summer,18.0,18.84,0.84,10.2,75.9,1430,413.4,28.91,1,0.5,1,2,18.4,57.1,8278,72506,3,1,2.27,50
559,Almaty-Astana,EuroAsia Cargo,Automotive,Spring,14.0,15.73,1.73,16.8,69.9,1100,321.1,29.19,0,0.0,1,1,19.7,51.7,7539,146393,1,3,0.6,86
560,Almaty-Astana,SteppeLog,Electronics,Summer,14.0,14.62,0.62,14.3,75.2,1100,305.6,27.78,0,0.0,3,3,19.4,30.3,13325,773865,2,1,0.93,34
561,Astana-Novosibirsk,SilkFreight,Electronics,Spring,18.0,21.65,3.65,23.3,66.1,1430,328.9,23.0,1,2.68,1,1,15.9,55.1,7516,570626,2,0,0.99,73
562,Astana-Novosibirsk,KazTrans,Pharma,Spring,18.0,24.42,6.42,8.3,58.6,1430,405.8,28.38,1,3.82,2,2,4.9,52.9,11424,493613,3,1,1.22,24
563,Astana-Omsk,TransCentral,Automotive,Spring,10.0,14.61,4.61,6.7,52.0,760,254.7,33.52,1,2.94,1,2,18.5,63.5,10158,187921,3,4,1.78,76
564,Astana-Omsk,KazTrans,Electronics,Autumn,10.0,11.59,1.59,8.7,65.6,760,213.5,28.1,1,0.5,1,1,20.7,59.8,6743,87111,1,1,1.07,70
565,Aktau-Atyrau,KazTrans,Electronics,Summer,7.0,8.52,1.52,24.0,56.3,480,130.0,27.09,0,0.0,2,2,18.6,54.0,12428,778348,3,1,0.17,45
566,Almaty-Astana,SteppeLog,Electronics,Summer,14.0,15.18,1.18,6.4,72.4,1100,272.8,24.8,0,0.0,2,2,17.8,41.2,8364,42292,5,2,0.09,45
567,Almaty-Astana,EuroAsia Cargo,Pharma,Spring,14.0,15.29,1.29,19.2,72.0,1100,383.1,34.83,0,0.0,1,1,4.0,50.4,7154,205576,3,3,1.25,11
568,Astana-Omsk,SteppeLog,Pharma,Autumn,10.0,14.36,4.36,7.5,52.9,760,217.8,28.65,1,2.34,3,3,4.2,61.5,10145,761399,3,0,1.29,63
569,Almaty-Tashkent,EuroAsia Cargo,Industrial,Winter,10.0,15.49,5.49,7.0,44.5,690,176.0,25.5,1,3.67,2,2,20.1,46.1,8381,478240,4,2,1.05,17
570,Astana-Omsk,TransCentral,FMCG,Spring,10.0,28.12,18.12,0.0,27.0,760,221.3,29.12,1,19.61,3,3,15.6,50.1,5421,304600,3,3,0.96,54
571,Aktobe-Atyrau,EuroAsia Cargo,Electronics,Winter,8.0,11.25,3.25,23.8,49.8,560,128.5,22.95,0,0.0,3,3,12.2,61.6,9038,249344,1,1,0.65,34
572,Almaty-Bishkek,KazTrans,Pharma,Autumn,4.0,10.2,6.2,11.6,23.5,240,76.7,31.95,1,4.63,3,3,6.8,45.4,8723,402520,2,2,2.29,58
573,Astana-Novosibirsk,KazTrans,Food,Autumn,18.0,21.76,3.76,31.7,65.7,1430,466.8,32.64,1,2.26,3,3,5.7,54.0,6258,306669,3,4,0.37,15
574,Aktau-Atyrau,SteppeLog,Automotive,Summer,7.0,8.03,1.03,13.6,59.8,480,122.7,25.55,0,0.0,1,1,15.7,57.3,7938,615914,2,0,0.08,5
575,Aktobe-Atyrau,EuroAsia Cargo,Pharma,Summer,8.0,9.45,1.45,35.2,59.2,560,138.8,24.79,0,0.0,2,2,4.7,33.6,9073,397578,4,0,1.26,35
576,Shymkent-Taraz,TransCentral,Automotive,Summer,3.0,4.3,1.3,10.3,46.5,200,63.6,31.78,0,0.0,1,1,21.8,49.9,4253,276129,4,2,1.06,9
577,Aktau-Atyrau,SteppeLog,Food,Summer,7.0,8.55,1.55,22.4,56.2,480,129.6,26.99,0,0.0,1,1,4.6,60.4,9960,382370,1,5,1.79,14
578,Almaty-Astana,SilkFreight,FMCG,Spring,14.0,15.76,1.76,9.1,69.8,1100,298.2,27.11,0,0.0,2,2,16.4,52.4,5051,62722,4,2,0.93,14
579,Astana-Omsk,EuroAsia Cargo,FMCG,Summer,10.0,13.85,3.85,27.9,54.9,760,248.6,32.71,1,2.61,3,3,20.1,40.9,8948,560727,6,1,2.15,85
580,Aktau-Atyrau,EuroAsia Cargo,FMCG,Summer,7.0,7.53,0.53,3.6,63.8,480,132.0,27.49,0,0.0,1,1,19.4,48.8,10897,274921,5,2,2.65,29
581,Astana-Omsk,TransCentral,FMCG,Summer,10.0,12.77,2.77,11.3,59.5,760,229.7,30.22,1,1.33,2,2,18.1,59.0,6346,406609,2,0,0.54,83
582,Astana-Omsk,SteppeLog,Electronics,Winter,10.0,14.99,4.99,34.1,50.7,760,204.5,26.9,1,3.03,3,3,17.9,54.4,4483,37886,4,4,0.82,52
583,Aktobe-Atyrau,TransCentral,FMCG,Summer,8.0,8.88,0.88,0.0,63.1,560,147.2,26.29,0,0.0,1,1,20.5,64.9,10147,255189,3,0,0.82,58
584,Almaty-Bishkek,TransCentral,Automotive,Winter,4.0,8.05,4.05,0.0,29.8,240,80.2,33.4,1,1.93,3,3,17.2,61.2,8572,72140,2,2,1.25,18
585,Almaty-Astana,SilkFreight,Automotive,Winter,14.0,16.83,2.83,7.5,65.4,1100,307.5,27.95,0,0.0,3,3,13.9,65.6,12493,546493,2,2,1.56,71
586,Shymkent-Taraz,EuroAsia Cargo,Automotive,Spring,3.0,4.14,1.14,22.5,48.4,200,56.1,28.07,0,0.0,1,1,14.2,64.3,5375,56727,3,1,1.2,8
587,Almaty-Tashkent,TransCentral,Food,Spring,10.0,16.01,6.01,36.8,43.1,690,205.2,29.74,1,4.04,3,3,4.7,52.0,2965,179631,2,3,1.67,12
588,Astana-Novosibirsk,SilkFreight,Electronics,Spring,18.0,22.74,4.74,15.4,62.9,1430,374.9,26.22,1,3.35,2,2,17.1,45.2,11954,104245,6,1,1.01,54
589,Almaty-Bishkek,SteppeLog,Automotive,Winter,4.0,9.28,5.28,25.5,25.9,240,84.6,35.27,1,2.95,1,1,15.7,53.0,7521,521107,2,1,1.32,43
590,Almaty-Tashkent,SilkFreight,Industrial,Spring,10.0,11.88,1.88,29.6,58.1,690,223.3,32.36,1,0.5,1,1,19.5,44.1,10215,590416,2,2,1.55,54
591,Astana-Omsk,SilkFreight,Electronics,Summer,10.0,13.51,3.51,15.3,56.3,760,227.8,29.97,1,2.87,1,1,16.4,51.8,5007,225695,4,2,0.9,85
592,Almaty-Astana,KazTrans,Automotive,Winter,14.0,17.66,3.66,20.1,62.3,1100,311.0,28.27,0,0.0,3,3,16.1,54.1,12074,568065,3,2,1.86,59
593,Almaty-Astana,TransCentral,Electronics,Summer,14.0,15.42,1.42,6.1,71.3,1100,276.4,25.13,0,0.0,3,4,18.2,69.8,10021,107770,3,1,1.48,16
594,Almaty-Tashkent,KazTrans,Pharma,Autumn,10.0,15.32,5.32,36.0,45.0,690,202.4,29.34,1,3.84,2,2,5.7,51.7,5340,307955,3,0,0.1,81
595,Aktobe-Atyrau,KazTrans,Pharma,Winter,8.0,10.75,2.75,29.2,52.1,560,153.9,27.48,0,0.0,2,3,5.2,46.9,9632,78480,4,2,1.38,55
596,Aktau-Atyrau,SteppeLog,FMCG,Autumn,7.0,8.97,1.97,26.2,53.5,480,133.1,27.73,0,0.0,1,1,23.4,73.1,8895,357709,5,0,0.68,25
597,Almaty-Bishkek,KazTrans,FMCG,Summer,4.0,7.37,3.37,21.1,32.6,240,79.3,33.06,1,1.18,2,3,15.2,59.5,5133,199590,2,2,1.88,23
598,Shymkent-Taraz,KazTrans,Industrial,Autumn,3.0,3.23,0.23,0.0,62.0,200,68.6,34.29,0,0.0,3,4,19.3,44.7,6074,199044,2,1,0.89,49
599,Astana-Omsk,KazTrans,FMCG,Winter,10.0,14.41,4.41,14.6,52.7,760,196.4,25.85,1,2.68,2,2,20.9,55.1,8247,112987,1,3,1.57,24
600,Almaty-Astana,SilkFreight,Pharma,Summer,14.0,15.67,1.67,15.5,70.2,1100,367.7,33.42,0,0.0,3,3,5.7,47.2,9392,144368,4,2,0.72,0
601,Aktau-Atyrau,EuroAsia Cargo,Automotive,Summer,7.0,7.32,0.32,1.0,65.6,480,127.7,26.61,0,0.0,1,1,19.1,53.9,6140,354953,3,4,1.17,5
602,Almaty-Tashkent,SilkFreight,Food,Autumn,10.0,15.38,5.38,23.5,44.9,690,196.2,28.44,1,3.62,1,1,4.3,54.9,6860,61292,3,1,0.62,57
603,Shymkent-Taraz,KazTrans,Pharma,Spring,3.0,4.2,1.2,21.2,47.6,200,116.2,58.12,0,0.0,2,1,18.9,37.4,9535,117492,4,2,1.28,40
604,Aktau-Atyrau,EuroAsia Cargo,Automotive,Summer,7.0,7.42,0.42,12.3,64.7,480,119.0,24.8,0,0.0,1,1,19.1,62.1,9230,135386,2,0,1.18,72
605,Almaty-Tashkent,KazTrans,Electronics,Spring,10.0,5.73,-4.27,15.5,120.5,690,189.3,27.43,1,0.96,2,3,20.0,73.1,3566,310465,14,32,1.95,47
606,Astana-Omsk,EuroAsia Cargo,Electronics,Summer,10.0,21.92,11.92,0.0,34.7,760,243.5,32.04,1,0.5,1,2,21.4,55.6,5641,245552,14,2,4.0,99
607,Almaty-Bishkek,KazTrans,Food,Winter,4.0,7.62,3.62,33.3,31.5,240,83.9,34.95,1,2.87,2,2,2.4,49.5,7555,351357,4,3,0.22,35
608,Almaty-Tashkent,EuroAsia Cargo,Electronics,Spring,10.0,28.24,18.24,38.7,24.4,690,195.6,28.34,1,32.05,3,1,18.8,49.3,4910,175343,1,2,1.17,72
609,Astana-Novosibirsk,KazTrans,FMCG,Winter,18.0,27.2,9.2,40.6,52.6,1430,346.0,24.2,1,3.98,3,3,17.4,34.4,10449,148541,1,3,1.15,78
610,Almaty-Astana,SteppeLog,Industrial,Spring,14.0,16.0,2.0,23.1,68.8,1100,304.0,27.64,0,0.0,3,4,20.8,39.0,11149,809359,0,3,1.08,28
611,Aktau-Atyrau,SilkFreight,Pharma,Winter,7.0,9.71,2.71,22.7,49.4,480,131.6,27.41,0,0.0,3,3,5.6,54.4,6685,126646,0,2,1.64,64
612,Almaty-Astana,EuroAsia Cargo,Food,Autumn,14.0,16.25,2.25,7.8,67.7,1100,310.6,28.24,0,0.0,1,1,6.3,74.9,6121,64909,2,2,1.07,22
613,Almaty-Astana,KazTrans,Electronics,Autumn,14.0,14.46,0.46,29.0,76.1,1100,505.8,45.98,0,0.0,2,1,20.5,50.1,28434,173421,11,0,1.05,80
614,Almaty-Tashkent,SilkFreight,Food,Summer,10.0,5.48,-4.52,28.9,125.9,690,198.5,28.77,1,2.24,2,2,18.2,55.4,7033,74815,27,26,0.91,48
615,Astana-Novosibirsk,KazTrans,FMCG,Summer,18.0,21.65,3.65,4.0,66.0,1430,398.2,27.85,1,2.71,3,3,22.7,60.3,7703,129506,3,1,0.48,2
616,Almaty-Bishkek,EuroAsia Cargo,FMCG,Winter,4.0,8.91,4.91,0.0,26.9,240,80.3,33.44,1,2.66,2,2,17.9,54.8,6377,351882,7,2,1.75,70
617,Shymkent-Taraz,KazTrans,Electronics,Spring,3.0,4.73,1.73,18.4,42.3,200,56.5,28.26,0,0.0,2,2,13.9,52.8,9561,361265,2,1,1.37,15
618,Aktau-Atyrau,SilkFreight,Electronics,Summer,7.0,7.85,0.85,42.6,61.2,480,121.2,25.26,0,0.0,1,1,16.8,48.7,5113,166542,2,1,1.08,73
619,Almaty-Bishkek,KazTrans,Automotive,Autumn,4.0,7.06,3.06,37.5,34.0,240,70.9,29.52,1,2.28,2,2,16.7,54.7,6299,363587,3,4,2.23,22
620,Aktau-Atyrau,SteppeLog,Food,Winter,7.0,8.56,1.56,19.0,56.1,480,137.8,28.7,0,0.0,1,2,24.7,90.1,13876,52546,4,2,2.18,38
621,Almaty-Astana,KazTrans,Automotive,Summer,14.0,14.92,0.92,1.0,73.8,1100,332.3,30.21,0,0.0,3,3,16.5,57.4,8696,662708,3,4,1.03,52
622,Almaty-Bishkek,KazTrans,Industrial,Spring,4.0,6.12,2.12,17.2,39.2,240,72.8,30.35,1,1.44,3,4,17.9,52.7,7506,500092,5,5,1.54,70
623,Almaty-Bishkek,KazTrans,Automotive,Winter,4.0,8.42,4.42,13.2,28.5,240,77.3,32.21,1,3.09,2,2,19.5,41.9,7409,113496,6,3,2.9,12
624,Astana-Novosibirsk,TransCentral,Food,Summer,18.0,21.07,3.07,47.6,67.9,1430,460.4,32.2,1,2.33,3,3,4.1,60.3,4352,112451,3,4,1.81,10
625,Shymkent-Taraz,SilkFreight,Automotive,Autumn,3.0,3.74,0.74,17.5,53.5,200,55.0,27.5,0,0.0,1,1,19.9,58.0,5381,198433,3,0,1.53,35
626,Aktobe-Atyrau,EuroAsia Cargo,Pharma,Autumn,8.0,9.44,1.44,20.8,59.3,560,146.4,26.14,0,0.0,2,2,4.6,44.9,9916,622921,6,1,1.35,89
627,Aktobe-Atyrau,TransCentral,FMCG,Summer,8.0,9.53,1.53,41.8,58.8,560,126.5,22.59,0,0.0,2,2,17.2,53.1,1935,22251,3,2,0.29,26
628,Aktobe-Atyrau,KazTrans,Food,Autumn,8.0,18.95,10.95,26.8,29.6,560,169.6,30.29,0,0.0,3,2,17.3,59.1,4616,264704,27,0,4.0,93
629,Astana-Novosibirsk,EuroAsia Cargo,Food,Autumn,18.0,22.7,4.7,33.4,63.0,1430,392.0,27.41,1,2.79,2,2,4.7,59.1,8796,665949,5,2,0.65,63
630,Astana-Novosibirsk,EuroAsia Cargo,Automotive,Spring,18.0,23.5,5.5,0.3,60.9,1430,498.0,34.82,1,3.12,2,2,21.8,46.5,13598,724729,1,4,1.73,16
631,Astana-Omsk,EuroAsia Cargo,Food,Spring,10.0,15.91,5.91,9.1,47.8,760,491.6,64.68,1,3.98,3,1,15.8,48.9,10219,347419,1,2,1.25,28
632,Almaty-Astana,SteppeLog,FMCG,Summer,14.0,16.26,2.26,14.9,67.7,1100,322.2,29.29,0,0.0,2,2,16.9,43.4,11635,920360,4,0,0.46,54
633,Aktobe-Atyrau,KazTrans,FMCG,Spring,8.0,8.97,0.97,11.6,62.4,560,140.0,25.0,0,0.0,1,1,17.3,49.5,5785,90974,3,4,1.79,66
634,Astana-Omsk,SilkFreight,Industrial,Spring,10.0,26.27,16.27,14.8,28.9,760,216.6,28.5,1,2.45,3,2,22.7,49.7,3155,194696,11,4,5.85,96
635,Almaty-Tashkent,EuroAsia Cargo,Industrial,Autumn,10.0,14.01,4.01,2.9,49.3,690,200.7,29.09,1,2.5,3,4,16.6,51.7,529,4293,6,1,1.61,61
636,Shymkent-Taraz,EuroAsia Cargo,Electronics,Winter,3.0,4.16,1.16,4.4,48.1,200,56.3,28.16,0,0.0,2,3,15.8,61.6,10338,170567,3,0,1.33,87
637,Aktobe-Atyrau,SteppeLog,FMCG,Winter,8.0,10.05,2.05,15.4,55.7,560,152.5,27.23,0,0.0,2,3,20.2,62.3,10131,387708,2,1,1.45,55
638,Almaty-Astana,EuroAsia Cargo,Pharma,Spring,14.0,16.15,2.15,10.1,68.1,1100,347.6,31.6,0,0.0,2,2,6.7,44.8,3455,224782,4,4,0.22,56
639,Almaty-Astana,KazTrans,Food,Autumn,14.0,17.37,3.37,23.9,63.3,1100,348.4,31.67,0,0.0,3,4,4.8,59.2,9231,650616,5,2,1.49,41
640,Almaty-Bishkek,SilkFreight,FMCG,Autumn,4.0,5.74,1.74,13.3,41.8,240,88.5,36.86,1,0.81,1,1,16.4,53.7,1991,102324,5,4,1.48,9
641,Aktau-Atyrau,KazTrans,Automotive,Winter,7.0,9.35,2.35,10.9,51.4,480,112.2,23.38,0,0.0,2,2,25.2,40.7,7921,564145,0,2,0.5,81
642,Astana-Omsk,SilkFreight,Electronics,Autumn,10.0,13.95,3.95,31.9,54.5,760,191.2,25.16,1,3.69,3,3,20.1,53.5,7410,190640,2,2,1.87,27
643,Almaty-Tashkent,KazTrans,Electronics,Winter,10.0,5.58,-4.42,28.2,123.7,690,201.6,29.21,1,3.78,2,2,21.0,46.9,11157,341912,16,27,1.66,49
644,Almaty-Tashkent,TransCentral,Industrial,Summer,10.0,14.19,4.19,13.2,48.6,690,183.9,26.65,1,3.37,3,3,18.2,36.0,8093,600236,3,0,1.55,60
645,Astana-Novosibirsk,SilkFreight,FMCG,Autumn,18.0,21.65,3.65,22.7,66.0,1430,374.2,26.17,1,2.74,1,2,18.8,47.6,8904,127102,1,2,0.96,53
646,Astana-Novosibirsk,TransCentral,Electronics,Summer,18.0,22.15,4.15,20.3,64.5,1430,430.0,30.07,1,2.79,2,2,16.1,55.9,9250,534295,5,0,0.51,70
647,Almaty-Astana,SteppeLog,Food,Autumn,14.0,15.29,1.29,12.0,71.9,1100,301.0,27.37,0,0.0,1,2,2.8,45.2,10110,522998,4,1,1.4,86
648,Almaty-Tashkent,SteppeLog,FMCG,Spring,10.0,12.76,2.76,8.7,54.1,690,202.1,29.28,1,0.5,2,3,16.0,55.3,7373,405649,4,4,0.65,29
649,Astana-Omsk,SteppeLog,Pharma,Spring,10.0,14.14,4.14,12.6,53.7,760,357.4,47.02,1,2.91,3,2,17.8,44.0,23853,320787,18,3,2.38,44
650,Almaty-Tashkent,EuroAsia Cargo,Electronics,Autumn,10.0,14.42,4.42,30.8,47.8,690,201.3,29.17,1,2.97,2,3,18.0,51.0,5879,214882,3,1,2.4,82
651,Almaty-Tashkent,SilkFreight,Automotive,Summer,10.0,15.85,5.85,37.1,43.5,690,180.0,26.08,1,3.18,2,2,16.7,43.2,10476,524004,3,3,0.72,52
652,Astana-Novosibirsk,SilkFreight,Food,Summer,18.0,24.56,6.56,8.1,58.2,1430,407.5,28.49,1,4.76,3,4,3.3,39.6,10610,179534,3,2,0.3,15
653,Almaty-Bishkek,SilkFreight,FMCG,Winter,4.0,10.34,6.34,20.4,23.2,240,65.9,27.47,1,4.81,3,3,20.2,55.3,8940,611574,4,3,2.07,19
654,Almaty-Tashkent,SilkFreight,FMCG,Spring,10.0,13.16,3.16,52.5,52.4,690,201.4,29.18,1,1.9,1,1,21.4,48.8,5290,254140,1,0,0.74,86
655,Aktobe-Atyrau,SilkFreight,Automotive,Summer,8.0,9.7,1.7,34.2,57.7,560,125.9,22.48,0,0.0,2,2,16.2,52.2,10339,289204,1,2,1.48,12
656,Shymkent-Taraz,TransCentral,FMCG,Spring,3.0,3.72,0.72,13.6,53.7,200,66.1,33.07,0,0.0,1,1,19.1,56.8,5835,87811,2,1,0.82,79
657,Almaty-Bishkek,KazTrans,Industrial,Autumn,4.0,7.17,3.17,15.8,33.5,240,74.6,31.1,1,2.08,2,2,19.9,31.8,8850,171138,1,2,1.05,9
658,Aktau-Atyrau,SilkFreight,Electronics,Winter,7.0,8.74,1.74,24.9,54.9,480,115.2,24.0,0,0.0,3,3,18.3,49.3,6057,146606,3,0,2.15,43
659,Almaty-Bishkek,SilkFreight,Electronics,Summer,4.0,9.82,5.82,25.4,24.4,240,72.2,30.1,1,4.66,2,2,12.0,45.7,9928,152807,4,2,0.92,13
660,Almaty-Bishkek,SilkFreight,Electronics,Autumn,4.0,6.34,2.34,29.1,37.8,240,79.8,33.26,1,1.34,2,2,13.8,56.3,6408,383641,6,3,0.35,39
661,Astana-Omsk,SteppeLog,Electronics,Spring,10.0,14.35,4.35,24.9,53.0,760,193.5,25.46,1,3.34,3,3,17.8,40.3,8676,614199,3,2,0.88,44
662,Aktau-Atyrau,TransCentral,Food,Autumn,7.0,8.18,1.18,17.8,58.7,480,118.3,24.64,0,0.0,3,3,3.2,56.1,14161,752844,5,2,0.18,88
663,Shymkent-Taraz,SteppeLog,Automotive,Spring,3.0,9.89,6.89,0.0,20.2,200,53.6,26.82,0,0.0,3,1,20.2,40.7,2868,217281,15,2,5.44,115
664,Aktobe-Atyrau,SilkFreight,Automotive,Autumn,8.0,9.04,1.04,9.3,61.9,560,142.3,25.42,0,0.0,3,3,15.6,36.3,6924,339505,2,3,1.1,85
665,Almaty-Tashkent,KazTrans,Food,Summer,10.0,13.35,3.35,21.0,51.7,690,203.6,29.5,1,2.71,1,1,4.9,57.5,5132,73821,6,3,1.49,21
666,Almaty-Bishkek,SilkFreight,Pharma,Winter,4.0,9.4,5.4,12.4,25.5,240,74.7,31.12,1,2.67,3,3,4.5,69.6,5646,325899,4,1,1.15,21
667,Almaty-Astana,SteppeLog,FMCG,Summer,14.0,15.54,1.54,35.4,70.8,1100,322.2,29.29,0,0.0,1,2,17.2,63.5,7246,95258,4,4,1.76,71
668,Almaty-Tashkent,SilkFreight,Pharma,Spring,10.0,12.97,2.97,26.2,53.2,690,202.7,29.37,1,1.6,1,1,6.9,36.4,10778,673661,1,1,0.51,2
669,Almaty-Astana,KazTrans,FMCG,Autumn,14.0,15.89,1.89,30.3,69.2,1100,298.0,27.09,0,0.0,1,1,18.0,49.8,5725,287926,6,2,2.14,19
670,Aktobe-Atyrau,SilkFreight,FMCG,Winter,8.0,22.0,14.0,13.6,25.5,560,161.3,28.81,1,22.9,1,2,14.5,55.1,9014,210193,5,1,0.38,49
